book_id,city_id
"78","239"
"78","239"
"78","239"
"78","239"
"78","239"
"78","239"
"78","239"
"78","239"
"78","239"
"78","8334"
"78","239"
"78","239"
"78","239"
"78","239"
"78","239"
"78","239"
"78","8334"
"78","8334"
"78","239"
"78","20078"
"78","239"
"78","239"
"78","239"
"78","239"
"78","239"
"78","239"
"78","239"
"78","239"
"78","239"
"78","239"
"78","239"
"78","239"
"78","239"
"78","8334"
"78","8334"
"78","8334"
"78","239"
"78","239"
"78","239"
"78","8334"
"78","239"
"78","239"
"78","239"
"79","1601"
"79","1601"
"79","1601"
"79","1601"
"79","2870"
"79","22746"
"79","1601"
"79","22746"
"79","22746"
"79","22746"
"79","1601"
"79","22743"
"79","1601"
"79","1601"
"79","2870"
"79","2870"
"79","22746"
"79","22743"
"79","2870"
"79","1601"
"79","1601"
"80","239"
"80","239"
"80","20430"
"80","239"
"80","239"
"80","20078"
"80","22455"
"80","22455"
"80","22455"
"80","22455"
"80","22455"
"80","1405"
"81","8334"
"81","239"
"81","2576"
"81","8334"
"81","239"
"81","8334"
"81","8334"
"81","8334"
"81","8334"
"81","8334"
"81","8334"
"81","8334"
"81","8334"
"81","8334"
"81","8334"
"81","8334"
"81","8334"
"81","8334"
"81","8334"
"81","8334"
"81","8334"
"81","8334"
"81","8334"
"81","239"
"81","8334"
"81","8334"
"81","8334"
"81","8334"
"81","8334"
"81","8334"
"81","8334"
"81","8334"
"81","8334"
"81","8334"
"81","8334"
"81","8334"
"81","8334"
"81","8334"
"81","8334"
"81","8334"
"81","8334"
"81","8334"
"81","8334"
"81","8334"
"81","239"
"81","8334"
"81","8334"
"81","8334"
"81","8334"
"81","239"
"81","8334"
"81","8334"
"81","8334"
"81","8334"
"81","239"
"81","8334"
"81","239"
"81","239"
"81","8334"
"81","8334"
"81","20078"
"81","239"
"81","8334"
"81","8334"
"81","239"
"81","239"
"81","239"
"81","239"
"81","239"
"81","239"
"81","239"
"81","239"
"81","239"
"81","239"
"81","21190"
"81","21726"
"81","21192"
"81","21196"
"81","21324"
"81","21363"
"81","22808"
"81","8334"
"81","22888"
"81","22888"
"81","239"
"81","239"
"81","239"
"82","21969"
"82","21969"
"82","21969"
"82","21820"
"82","21969"
"83","21324"
"83","21324"
"84","6967"
"85","22760"
"85","20792"
"85","20792"
"86","20430"
"86","20430"
"86","20430"
"86","20430"
"86","20430"
"86","20430"
"86","20430"
"86","20430"
"86","20430"
"86","20430"
"86","20430"
"86","20430"
"86","20430"
"86","20430"
"86","20430"
"86","20430"
"86","20430"
"86","20430"
"86","20430"
"86","20430"
"86","20430"
"86","20430"
"86","20321"
"86","13372"
"86","13372"
"86","13372"
"86","21732"
"86","20000"
"86","20430"
"86","20430"
"87","21921"
"88","1405"
"89","1169"
"89","1169"
"89","1169"
"89","1169"
"89","1169"
"89","1169"
"89","1169"
"90","1571"
"90","1169"
"90","1571"
"90","1571"
"90","1571"
"90","1571"
"90","1571"
"90","1571"
"91","22705"
"91","15646"
"92","20681"
"93","20528"
"93","22827"
"94","23613"
"94","23613"
"95","11893"
"95","11893"
"96","19983"
"96","20078"
"97","2576"
"97","2576"
"97","15664"
"98","20357"
"98","22720"
"98","22281"
"98","22357"
"98","22357"
"98","22728"
"98","22720"
"98","22720"
"98","22720"
"99","20634"
"99","21969"
"99","8325"
"99","20342"
"99","21969"
"99","8325"
"99","8325"
"99","8325"
"99","8325"
"99","15379"
"99","8325"
"99","8325"
"99","8325"
"99","21921"
"99","21969"
"99","8325"
"99","15379"
"99","21149"
"99","21149"
"99","21149"
"99","15379"
"99","21149"
"99","21149"
"99","21149"
"99","21149"
"99","21149"
"99","8325"
"99","8325"
"99","8325"
"99","21921"
"100","23613"
"100","23613"
"100","7644"
"100","23613"
"100","23613"
"100","23613"
"100","23613"
"100","23613"
"100","23613"
"100","23613"
"100","23613"
"100","23613"
"100","18527"
"100","23650"
"100","23650"
"100","23650"
"100","23613"
"100","23613"
"100","23613"
"100","23613"
"100","23650"
"100","23613"
"101","21566"
"101","21566"
"102","2516"
"102","2516"
"102","2516"
"102","2516"
"103","65"
"103","65"
"104","239"
"104","239"
"104","20078"
"104","21726"
"104","239"
"105","239"
"105","1571"
"105","6965"
"106","19983"
"107","20357"
"107","20357"
"107","20357"
"108","2516"
"109","20430"
"109","4045"
"110","19983"
"111","20646"
"111","20430"
"111","20430"
"111","2490"
"111","20430"
"111","20646"
"111","20646"
"111","2490"
"111","20430"
"111","22171"
"112","22455"
"112","22455"
"112","4045"
"112","22455"
"112","22455"
"112","22455"
"112","22594"
"112","239"
"112","239"
"112","22455"
"112","22594"
"112","239"
"112","22455"
"112","22455"
"112","21921"
"112","22455"
"112","4045"
"112","22455"
"112","22455"
"112","239"
"112","142"
"112","20603"
"112","22594"
"112","239"
"112","22455"
"112","239"
"113","21921"
"113","2576"
"114","1169"
"114","1169"
"114","1169"
"114","1169"
"114","1169"
"114","22159"
"114","22159"
"114","22159"
"114","22159"
"114","1169"
"115","19983"
"115","21458"
"115","21150"
"115","20430"
"115","20078"
"115","22516"
"116","20357"
"116","21958"
"116","21921"
"116","20430"
"116","20430"
"116","239"
"116","239"
"116","21538"
"116","20357"
"116","22888"
"116","20430"
"116","21149"
"116","21921"
"116","21921"
"116","21921"
"116","21921"
"116","22888"
"117","152"
"117","152"
"117","152"
"117","236"
"117","152"
"117","152"
"117","152"
"117","152"
"117","152"
"117","236"
"117","236"
"117","1601"
"117","152"
"117","152"
"117","152"
"117","152"
"117","152"
"117","1601"
"117","1601"
"117","1601"
"117","1601"
"117","236"
"117","152"
"117","152"
"117","236"
"117","152"
"117","152"
"117","152"
"117","152"
"117","152"
"117","152"
"117","152"
"117","152"
"117","152"
"117","20097"
"117","152"
"117","152"
"118","239"
"118","21921"
"118","8334"
"118","21921"
"118","21969"
"118","20681"
"118","20681"
"119","21969"
"119","20097"
"119","20078"
"120","15135"
"120","15135"
"120","21531"
"121","21921"
"121","19986"
"121","19986"
"121","1601"
"121","21740"
"121","236"
"121","239"
"121","22455"
"121","23080"
"121","23459"
"121","22455"
"121","21740"
"121","15646"
"121","3857"
"121","15646"
"121","5727"
"121","22565"
"121","5727"
"121","22565"
"121","5727"
"121","22455"
"121","21740"
"121","239"
"121","21921"
"121","21921"
"121","21921"
"121","21921"
"121","21921"
"121","21921"
"121","21921"
"121","22679"
"121","21921"
"121","21921"
"121","21921"
"121","21921"
"121","21921"
"121","21921"
"121","21921"
"121","21921"
"121","21921"
"121","21921"
"121","15646"
"121","21921"
"121","21921"
"121","21921"
"121","21921"
"121","21921"
"121","21921"
"121","21921"
"121","21921"
"121","21921"
"121","21921"
"121","21921"
"121","21921"
"121","21921"
"121","21921"
"121","21921"
"121","21921"
"121","21921"
"121","21921"
"121","21921"
"121","21921"
"121","21921"
"121","22455"
"121","21921"
"121","21921"
"121","21921"
"121","21921"
"121","21921"
"121","21921"
"121","21921"
"121","21921"
"121","21921"
"121","21921"
"121","21740"
"121","21921"
"121","21740"
"121","20194"
"121","21921"
"121","22888"
"121","21921"
"121","21921"
"121","21921"
"121","21921"
"121","21921"
"121","21149"
"121","21921"
"121","21921"
"121","21921"
"122","21458"
"123","21921"
"124","20430"
"125","21634"
"125","7784"
"125","7784"
"125","2576"
"126","239"
"126","14581"
"126","239"
"126","239"
"126","239"
"126","239"
"126","239"
"126","239"
"126","239"
"126","20430"
"126","21537"
"126","21537"
"126","11895"
"127","21650"
"128","23613"
"129","21388"
"129","519"
"130","20430"
"131","7969"
"131","556"
"132","21708"
"132","21708"
"132","21708"
"132","21708"
"132","21708"
"132","21708"
"132","21708"
"132","21708"
"132","21708"
"132","21708"
"133","21969"
"133","21921"
"133","2576"
"133","2576"
"133","21884"
"134","21628"
"135","239"
"136","21651"
"137","20220"
"137","20220"
"137","20220"
"137","20220"
"137","20220"
"138","20891"
"138","15378"
"138","15378"
"138","15378"
"138","15378"
"138","15378"
"139","21651"
"139","21651"
"139","21651"
"140","1601"
"141","239"
"141","239"
"141","239"
"141","239"
"141","239"
"141","239"
"141","239"
"141","22720"
"141","2868"
"141","19983"
"141","239"
"141","239"
"141","239"
"141","239"
"141","239"
"141","239"
"141","239"
"141","20078"
"141","239"
"141","4045"
"141","22455"
"141","4045"
"141","4045"
"141","239"
"141","239"
"141","22455"
"141","4045"
"141","239"
"141","4045"
"141","22455"
"141","2868"
"141","239"
"141","239"
"141","239"
"141","15664"
"141","239"
"141","239"
"141","239"
"141","239"
"141","239"
"141","239"
"141","239"
"141","20078"
"141","22720"
"141","22720"
"141","22720"
"141","2870"
"141","22720"
"141","21919"
"141","22720"
"141","4084"
"141","236"
"141","2870"
"141","22720"
"141","2870"
"141","22720"
"141","21919"
"141","21919"
"141","21919"
"141","21921"
"141","21919"
"141","21458"
"141","22720"
"141","22720"
"141","22720"
"141","21919"
"141","22720"
"141","239"
"141","239"
"141","21921"
"141","239"
"141","4045"
"141","4045"
"141","21919"
"141","22455"
"141","22455"
"141","21458"
"141","21458"
"142","6965"
"142","7587"
"142","6965"
"142","6965"
"142","6965"
"142","6965"
"143","2576"
"143","2576"
"144","21747"
"145","21312"
"145","22460"
"145","22460"
"145","21795"
"145","21694"
"145","21795"
"145","21845"
"145","21694"
"145","21820"
"145","21845"
"145","21845"
"146","19983"
"147","2576"
"147","2576"
"147","2576"
"147","7518"
"147","2576"
"147","23568"
"147","2576"
"147","20976"
"147","15135"
"148","2519"
"149","239"
"149","5852"
"149","2576"
"149","239"
"149","2576"
"150","21651"
"150","21651"
"150","21651"
"150","21651"
"150","21651"
"151","23508"
"151","23508"
"152","420"
"152","21651"
"152","21651"
"152","21651"
"152","21651"
"153","19983"
"153","21651"
"153","21651"
"153","21651"
"154","21651"
"154","21650"
"154","21650"
"154","2516"
"154","21651"
"154","21651"
"154","2516"
"155","2515"
"155","2515"
"155","2515"
"156","2576"
"157","2491"
"158","8334"
"158","8334"
"159","20430"
"159","20430"
"159","20430"
"159","20430"
"159","20430"
"159","20430"
"159","20430"
"159","20430"
"159","20430"
"159","20430"
"159","20430"
"159","20430"
"159","20430"
"159","20430"
"159","20430"
"159","20430"
"159","20430"
"159","20430"
"159","20430"
"159","20430"
"159","20430"
"159","20430"
"159","20430"
"159","20430"
"159","20430"
"159","20430"
"159","20430"
"159","20430"
"159","20430"
"159","20430"
"159","20430"
"159","20430"
"159","20430"
"159","20430"
"159","20430"
"159","20430"
"159","20430"
"159","20430"
"159","20430"
"159","20430"
"159","20430"
"159","20430"
"159","20430"
"159","20430"
"159","20430"
"159","21458"
"159","20430"
"159","20430"
"159","20430"
"159","20430"
"159","20430"
"159","20430"
"159","20430"
"159","20430"
"159","21458"
"159","21458"
"159","21919"
"159","20430"
"159","20430"
"159","21919"
"159","20430"
"159","21919"
"159","20430"
"159","21919"
"159","20430"
"159","21993"
"160","23613"
"160","20321"
"161","2490"
"162","15135"
"162","15135"
"162","2516"
"162","15135"
"162","2516"
"163","2576"
"163","7518"
"164","14124"
"164","239"
"164","239"
"164","239"
"164","239"
"164","239"
"164","239"
"164","239"
"164","239"
"164","228"
"164","228"
"164","239"
"164","239"
"164","21921"
"164","239"
"164","239"
"164","239"
"164","22577"
"164","239"
"164","239"
"164","239"
"164","239"
"164","239"
"164","22577"
"164","239"
"164","239"
"164","19986"
"164","22577"
"164","22577"
"165","2515"
"165","2515"
"165","2515"
"165","2515"
"165","2515"
"165","2515"
"165","2515"
"165","2515"
"165","2515"
"165","2515"
"165","2515"
"165","2515"
"165","2515"
"165","2515"
"165","2515"
"166","239"
"167","15135"
"167","15879"
"167","6981"
"167","15135"
"167","15135"
"167","15135"
"167","15135"
"167","15135"
"167","15135"
"167","15135"
"167","15135"
"167","15135"
"167","15135"
"167","15135"
"167","15135"
"167","15135"
"167","15135"
"167","15135"
"167","15135"
"167","15135"
"167","15135"
"167","15135"
"167","15135"
"167","15135"
"167","15135"
"167","15135"
"167","15135"
"167","15135"
"167","15135"
"167","15135"
"167","15135"
"167","15135"
"167","15135"
"167","15135"
"167","15135"
"167","15135"
"167","15135"
"167","15135"
"167","15135"
"167","15135"
"167","15135"
"167","15135"
"167","15135"
"167","21336"
"167","21336"
"167","15135"
"167","15135"
"168","21921"
"168","21969"
"168","21969"
"169","21651"
"169","2576"
"169","20184"
"169","21336"
"169","239"
"170","21884"
"170","2576"
"171","191"
"172","21147"
"172","556"
"172","20342"
"173","22760"
"174","20891"
"174","20891"
"175","15879"
"176","21280"
"176","23650"
"177","20430"
"177","20475"
"177","20430"
"177","20430"
"177","20430"
"177","20430"
"177","20430"
"177","20430"
"177","20430"
"177","20430"
"177","20792"
"178","21740"
"178","22063"
"178","21740"
"179","6981"
"179","6981"
"179","6981"
"179","6981"
"179","6981"
"179","6981"
"179","6981"
"180","7508"
"180","7324"
"180","474"
"180","21651"
"180","20891"
"181","15379"
"181","20430"
"181","20430"
"181","20430"
"181","20430"
"181","20430"
"181","1601"
"181","20430"
"181","20430"
"182","20267"
"182","15879"
"182","15879"
"183","18445"
"183","21969"
"183","1601"
"183","1601"
"184","21921"
"184","21651"
"184","21149"
"184","15135"
"184","20321"
"184","20321"
"184","21740"
"184","21716"
"184","21716"
"184","21993"
"184","20321"
"184","20321"
"184","20321"
"184","21993"
"184","20321"
"184","20000"
"184","21651"
"184","20430"
"184","20430"
"184","20000"
"184","23064"
"184","20000"
"184","20430"
"184","23064"
"185","20430"
"185","20430"
"185","20430"
"185","20430"
"185","20430"
"185","20430"
"185","20430"
"185","20430"
"185","20000"
"185","20430"
"185","20000"
"185","20000"
"185","20000"
"185","20000"
"185","20000"
"185","20430"
"185","20000"
"185","21049"
"185","20000"
"185","20000"
"185","20000"
"185","21213"
"185","3857"
"185","20430"
"185","20430"
"185","1405"
"185","22376"
"185","20430"
"185","20194"
"186","21150"
"186","8334"
"186","20976"
"186","21921"
"186","23613"
"186","23613"
"186","23568"
"186","23613"
"186","2490"
"186","2490"
"186","2490"
"186","2490"
"186","2490"
"186","21921"
"186","239"
"186","23650"
"186","23650"
"186","5263"
"187","7395"
"188","5852"
"188","5852"
"188","5852"
"189","1169"
"189","13372"
"189","22720"
"189","1169"
"189","13372"
"189","5972"
"189","19983"
"189","5972"
"189","19983"
"189","22720"
"189","21740"
"189","5972"
"189","5972"
"189","5972"
"189","5972"
"189","5972"
"189","5972"
"189","5972"
"189","5972"
"189","5972"
"189","5972"
"189","5972"
"189","152"
"190","21757"
"190","21757"
"190","1601"
"190","1601"
"190","20430"
"190","20891"
"190","2870"
"190","20891"
"190","2870"
"190","20891"
"190","20891"
"190","2870"
"190","1601"
"190","20891"
"190","20891"
"190","20430"
"190","20891"
"190","20891"
"190","20891"
"190","1601"
"190","20891"
"190","2870"
"190","20964"
"190","1601"
"190","20891"
"190","2870"
"190","2870"
"190","20891"
"190","1601"
"190","20891"
"190","2870"
"190","20891"
"190","20891"
"190","1601"
"190","20891"
"190","1601"
"190","2870"
"190","22516"
"190","20891"
"190","1601"
"190","22516"
"190","20891"
"190","20891"
"190","20891"
"190","20891"
"190","1601"
"190","20891"
"190","22516"
"190","20891"
"190","20891"
"190","1601"
"190","1601"
"190","1405"
"190","1601"
"190","1405"
"190","1601"
"190","1601"
"190","1601"
"190","1405"
"190","1405"
"190","236"
"190","1601"
"190","236"
"190","1405"
"190","236"
"190","1405"
"190","1405"
"190","1405"
"190","1405"
"190","1405"
"190","1405"
"190","1601"
"190","1405"
"190","1405"
"190","1601"
"190","1601"
"190","1601"
"190","1405"
"190","1405"
"190","1405"
"190","1405"
"190","2870"
"190","1405"
"190","2870"
"190","2870"
"190","2870"
"190","2870"
"190","2870"
"190","1601"
"190","2870"
"190","2870"
"190","2870"
"190","2870"
"190","22516"
"190","1405"
"190","1405"
"190","1405"
"190","22516"
"190","1405"
"190","1405"
"190","20891"
"190","1601"
"190","239"
"190","1601"
"190","1601"
"190","20891"
"190","239"
"190","1601"
"190","239"
"190","239"
"190","1601"
"190","239"
"190","239"
"190","239"
"190","20430"
"190","20891"
"190","239"
"190","20541"
"190","20556"
"190","20556"
"190","20541"
"190","20556"
"190","20556"
"190","20556"
"190","20556"
"190","20541"
"190","20541"
"190","20541"
"190","20541"
"190","20556"
"190","20541"
"190","20373"
"190","20373"
"190","20373"
"190","20430"
"190","20267"
"190","20373"
"190","20373"
"190","20373"
"190","20373"
"190","20373"
"190","20373"
"190","20430"
"190","20410"
"190","20410"
"190","20267"
"190","20267"
"190","20267"
"190","20267"
"190","22687"
"190","20267"
"190","20646"
"190","22687"
"190","20373"
"190","22687"
"190","20646"
"190","20646"
"190","20267"
"190","22687"
"190","22687"
"190","20646"
"190","20430"
"190","20646"
"190","20646"
"190","20646"
"190","20646"
"190","20646"
"190","22687"
"190","20646"
"190","22687"
"190","22687"
"190","20267"
"190","20646"
"190","20267"
"190","22687"
"190","21936"
"190","21936"
"190","20430"
"190","20267"
"190","20430"
"190","1601"
"190","1601"
"190","20430"
"190","20430"
"190","20430"
"190","20430"
"191","5973"
"191","5973"
"191","22456"
"191","4045"
"191","4045"
"191","4045"
"191","15656"
"191","4045"
"191","236"
"191","4045"
"191","4045"
"191","22456"
"191","4045"
"191","22456"
"191","15636"
"191","22456"
"191","15636"
"191","236"
"191","4079"
"191","15636"
"191","22456"
"191","236"
"191","4079"
"191","22456"
"191","15652"
"191","5972"
"191","4045"
"191","4045"
"191","236"
"191","15636"
"191","15656"
"191","22456"
"191","4045"
"191","4045"
"191","1169"
"191","1169"
"191","236"
"191","6112"
"191","15636"
"191","236"
"191","15664"
"191","4045"
"192","239"
"192","14578"
"192","21006"
"193","20430"
"193","21614"
"193","1601"
"193","20430"
"193","20789"
"193","20097"
"193","20430"
"193","22159"
"193","20373"
"193","20430"
"193","20806"
"193","20789"
"193","20430"
"193","20194"
"193","20194"
"193","20665"
"193","20665"
"193","20665"
"193","20665"
"193","20430"
"193","2515"
"193","2515"
"193","1601"
"193","20430"
"193","22159"
"193","20301"
"193","22529"
"193","22529"
"193","1601"
"193","1601"
"193","22529"
"193","19989"
"193","4079"
"193","19985"
"193","1601"
"193","19989"
"193","20665"
"193","20789"
"193","20097"
"193","20430"
"193","20430"
"193","20792"
"193","20410"
"193","20410"
"193","20665"
"193","20665"
"193","20665"
"193","2515"
"193","20665"
"193","20665"
"193","20665"
"193","1601"
"193","20430"
"193","20301"
"193","1601"
"193","22159"
"193","20665"
"193","20665"
"194","20891"
"195","239"
"195","239"
"196","20430"
"196","21458"
"196","15879"
"197","2514"
"197","2514"
"197","2514"
"197","2514"
"197","2514"
"197","2514"
"197","2514"
"197","2514"
"197","2514"
"197","2514"
"197","2514"
"197","2514"
"197","2514"
"197","2514"
"197","2514"
"197","2514"
"197","2514"
"198","19016"
"199","19983"
"200","6994"
"200","20430"
"201","6990"
"202","7969"
"202","23568"
"202","23568"
"202","23568"
"202","23568"
"202","23568"
"202","23568"
"202","23568"
"202","23568"
"202","23568"
"202","23568"
"202","23568"
"202","7969"
"202","23568"
"202","23568"
"202","23568"
"202","23568"
"202","23568"
"202","23568"
"202","23568"
"202","23568"
"203","20430"
"203","20430"
"203","2514"
"203","1169"
"203","19986"
"204","21921"
"205","11893"
"205","11893"
"205","11893"
"205","11893"
"205","11893"
"205","11893"
"205","11893"
"205","11893"
"205","11893"
"206","7341"
"207","191"
"208","5956"
"209","21726"
"209","21969"
"210","21651"
"210","21757"
"210","21921"
"210","21732"
"210","21921"
"210","19989"
"210","1601"
"210","20430"
"210","239"
"210","20430"
"210","20634"
"211","2538"
"211","2538"
"212","21190"
"212","21190"
"212","20357"
"212","20357"
"212","20357"
"212","21190"
"212","20357"
"212","20357"
"212","21190"
"212","21190"
"212","21190"
"212","20357"
"212","20357"
"212","239"
"212","20357"
"212","22455"
"212","22455"
"212","239"
"212","21190"
"212","21190"
"212","22849"
"212","21190"
"212","239"
"212","239"
"212","22849"
"212","22849"
"212","22849"
"212","22849"
"212","22849"
"212","22849"
"212","22849"
"212","22849"
"212","22849"
"212","22849"
"212","239"
"212","22849"
"212","22849"
"212","22849"
"212","22849"
"212","239"
"212","239"
"212","239"
"212","22977"
"212","239"
"212","20357"
"212","239"
"212","22177"
"212","20078"
